last_name, first_name,player_id,year,wobacon,oz_swing_percent,whiff_percent,swing_percent,f_strike_percent,class
Higashioka, Kyle,543309,2021,0.338,25.5,31.3,46.6,63.5,D
Hosmer, Eric,543333,2021,0.35,31.8,22.9,48.3,61.4,F
McCann, James,543510,2021,0.353,32.3,27,50.2,58.4,H
Miller, Brad,543543,2021,0.428,24.3,30.9,45.9,59.7,C
Nola, Austin,543592,2021,0.307,17.4,12.2,45,60.8,B
Rendon, Anthony,543685,2021,0.321,21.9,17.2,46.5,62.5,B
Semien, Marcus,543760,2021,0.429,21.3,21.5,45.1,59.5,A
Shaw, Travis,543768,2021,0.345,25.1,25.7,46.4,54,D
Springer III, George,543807,2021,0.461,24,27,45.8,60.8,C
Vazquez, Christian,543877,2021,0.316,29.8,17.6,47,63.9,F
Wong, Kolten,543939,2021,0.37,28,18.8,47.9,60.3,A
Gregorius, Didi,544369,2021,0.291,31.7,24.6,54.4,63.9,F
Garcia, Leury,544725,2021,0.353,32.7,24.3,52.6,61.6,F
Grichuk, Randal,545341,2021,0.356,32.4,23.2,52.3,61.3,F
Marisnick, Jake,545350,2021,0.386,31.8,33.4,52.3,65.7,G
Stassi, Max,545358,2021,0.435,23,31.3,44.5,61.1,C
Trout, Mike,545361,2021,0.617,17.6,27.5,39.3,57.3,C
Herrera, Odubel,546318,2021,0.34,32.4,19.9,50.3,60,F
Alford, Anthony,546990,2021,0.477,28.9,37.9,47.9,61.9,G
Ruiz, Rio,547004,2021,0.262,30.8,29,54.3,59.6,H
Harper, Bryce,547180,2021,0.525,24.8,31.9,47.5,56.1,C
Perez, Roberto,547379,2021,0.323,18.7,34.9,41.6,59,D
Abreu, Jose,547989,2021,0.407,32.2,27.7,48.4,62.3,G
Diaz, Elias,553869,2021,0.36,27.9,24.1,51.3,65.7,B
Narvaez, Omar,553882,2021,0.355,31.1,23.6,52.2,62.7,F
Astudillo, Willians,553902,2021,0.273,43.1,9.9,62.2,65.3,F
Suarez, Eugenio,553993,2021,0.387,23.3,29.5,42.7,62.2,C
Polanco, Gregory,570256,2021,0.332,29.4,30.6,48.1,62.8,H
Gonzalez, Erik,570481,2021,0.278,37.6,25.6,57.1,70.7,H
Urshela, Gio,570482,2021,0.391,36,25,54,63.3,G
Schoop, Jonathan,570731,2021,0.378,35.3,24.7,52.5,59.1,E
Arenado, Nolan,571448,2021,0.368,29,18.5,46.8,58.9,E
Barnhart, Tucker,571466,2021,0.363,28.8,26.2,50.4,61.6,H
Farmer, Kyle,571657,2021,0.356,35.4,20,49.9,62.5,F
Goodwin, Brian,571718,2021,0.332,21.2,27.3,42,57.2,D
Hamilton, Billy,571740,2021,0.393,39.2,30.7,55.8,63.7,G
Haniger, Mitch,571745,2021,0.418,29.2,29.8,46.6,62.3,G
Hernandez, Enrique,571771,2021,0.368,24.9,23.5,44.6,58.5,A
Holt, Brock,571788,2021,0.271,23.8,19.5,42.6,56.2,B
Lamb, Jake,571875,2021,0.357,23.3,26.6,44.7,62.4,D
Muncy, Max,571970,2021,0.424,15.7,23.4,37.6,54.1,A
Myers, Wil,571976,2021,0.422,27.7,31.6,46.3,65.5,C
Naquin, Tyler,571980,2021,0.419,37.9,23.7,56.3,63.8,E
Piscotty, Stephen,572039,2021,0.336,31.7,27.7,53.8,55.9,H
Pollock, AJ,572041,2021,0.439,33,24.2,52.8,63.7,E
Seager, Kyle,572122,2021,0.366,29.2,29.6,49.6,58,H
Taylor, Michael A.,572191,2021,0.36,30.5,30.9,51.9,63.1,H
Voit III, Luke,572228,2021,0.435,30.1,40.5,51.7,63.1,G
Walker, Christian,572233,2021,0.358,28,27.3,53.6,64.6,D
Zunino, Mike,572287,2021,0.524,27.9,38.8,46.8,58.7,C
Carpenter, Matt,572761,2021,0.296,15.3,29.7,38.7,51.4,D
Dickerson, Corey,572816,2021,0.36,35.2,24.3,54.3,56.7,F
Ruf, Darin,573131,2021,0.492,19.8,25,38.1,51.6,C
Yastrzemski, Mike,573262,2021,0.39,23,24.2,45.9,58.6,A
Contreras, Willson,575929,2021,0.42,26.9,34.5,45.1,59.6,C
Iglesias, Jose,578428,2021,0.334,43.2,18.9,55,63,F
Torreyes, Ronald,591720,2021,0.287,32.1,14.1,52.8,64.7,F
Bryant, Kris,592178,2021,0.423,26.7,28,48.7,61.3,C
Canha, Mark,592192,2021,0.344,20.7,21.5,40.5,55.5,B
Casali, Curt,592200,2021,0.353,20,29.5,46.1,63.3,D
Castellanos, Nick,592206,2021,0.473,36.2,30.6,55,61.3,G
Gamel, Ben,592325,2021,0.383,23.5,27,44.5,60.7,C
Goodrum, Niko,592348,2021,0.378,28.5,37,48.5,61.8,G
Jones, JaCoby,592444,2021,0.309,37.2,36.7,52.3,63.8,H
Judge, Aaron,592450,2021,0.483,23.7,29.1,42.5,59.6,C
Machado, Manny,592518,2021,0.385,28.9,23,48,61.5,E
Marmolejos, Jose,592530,2021,0.307,26.6,31.8,43.8,50.8,D
Moran, Colin,592567,2021,0.375,31.5,26.9,49.1,64.1,G
Pederson, Joc,592626,2021,0.375,32.4,26.3,48.7,60.7,G
Realmuto, J.T.,592663,2021,0.404,30.7,27,49.5,62.5,G
Renfroe, Hunter,592669,2021,0.417,31.8,25.9,48.2,66.6,G
Rosario, Eddie,592696,2021,0.344,35.2,19.2,53.5,57.5,F
Simmons, Andrelton,592743,2021,0.252,28.5,16.5,45,61.9,F
Yelich, Christian,592885,2021,0.365,18,24.9,41.4,55.7,D
Merrifield, Whit,593160,2021,0.332,29,18.1,50,60.5,F
Bogaerts, Xander,593428,2021,0.416,31,22,45.7,58.1,E
Alberto, Hanser,593643,2021,0.317,48.2,15.3,64.4,67.8,F
Polanco, Jorge,593871,2021,0.4,29.7,19.7,49.5,59.6,E
Sano, Miguel,593934,2021,0.468,26.5,38.2,44.6,60.9,C
Difo, Wilmer,594694,2021,0.367,26.8,28,53.5,62.9,D
Calhoun, Kole,594777,2021,0.34,24.4,31.9,51.6,53.8,D
Duvall, Adam,594807,2021,0.448,34,29.3,50,61.6,G
Eaton, Adam,594809,2021,0.308,29.6,23.5,47.4,53.5,F
Gosselin, Phil,594838,2021,0.347,31.4,20.9,45.7,64.1,F
Kiermaier, Kevin,595281,2021,0.377,30.3,31.3,51.5,63.2,G
Knapp, Andrew,595284,2021,0.267,36.9,37.6,56.2,62.9,H
Alfaro, Jorge,595751,2021,0.377,43.2,33.2,59.1,61.7,G
Profar, Jurickson,595777,2021,0.284,22.5,17.9,43.7,56.7,B
Baez, Javier,595879,2021,0.498,44.6,40.5,56.9,64.1,G
Cave, Jake,595909,2021,0.328,22.5,32.4,45.5,59.6,D
Evans, Phillip,595943,2021,0.287,25.6,23.6,44.7,58.3,B
Gallagher, Cam,595956,2021,0.3,30.8,15.3,49.9,62.9,F
Hedges, Austin,595978,2021,0.29,33.8,29.4,54,63.7,H
Lindor, Francisco,596019,2021,0.339,26.2,23.2,47.4,58.5,B
Nogowski Jr., John,596056,2021,0.278,12.7,13.3,42.4,58,B
Odor, Rougned,596059,2021,0.353,29,28.9,51,55.2,H
Slater, Austin,596103,2021,0.403,22.7,30,45.5,66.9,C
Story, Trevor,596115,2021,0.405,30.5,27.4,50.8,62.8,G
Vogelbach, Daniel,596129,2021,0.344,17,19.2,32.8,53.9,B
Sanchez, Gary,596142,2021,0.381,25.3,29.4,44.1,53.8,C
Kepler, Max,596146,2021,0.332,20.4,23,44.7,55.7,B
Franco, Maikel,596748,2021,0.287,35.5,24.1,50.1,65.3,F
Garcia, Robel,596825,2021,0.25,28.6,41.9,46.4,65.8,H
Choi, Ji Man,596847,2021,0.406,19.3,31.7,42.5,59.7,C
Bradley Jr., Jackie,598265,2021,0.269,27.5,34.3,47.8,58.9,D
La Stella, Tommy,600303,2021,0.312,20.8,12.2,39.7,57.3,B
Severino, Pedro,600474,2021,0.369,28.3,29.5,47.9,62.1,C
Candelario, Jeimer,600869,2021,0.398,29.2,23.4,47.6,61,E
Daza, Yonathan,602074,2021,0.342,33.2,19.8,50.3,61,F
Urias, Ramon,602104,2021,0.415,20.4,25.8,43.9,57.8,C
Ahmed, Nick,605113,2021,0.311,31.5,26.7,50,64.3,H
Anderson, Brian,605119,2021,0.37,27.9,28.1,50.2,61.1,C
Barnes, Austin,605131,2021,0.33,20.6,26.7,44.2,56.9,D
Bell, Josh,605137,2021,0.385,23.8,24.1,46.7,58.8,A
Betts, Mookie,605141,2021,0.381,18.1,16.8,40.4,58.2,A
Caratini, Victor,605170,2021,0.313,26.2,25.5,44.8,56.6,D
Davis, J.D.,605204,2021,0.485,25.5,41,50.1,61.6,C
Panik, Joe,605412,2021,0.245,19.3,14.4,43.8,60.5,B
Perez, Michael,605421,2021,0.267,28.3,27.3,46,63.9,D
Zimmer, Bradley,605548,2021,0.402,23.8,36.2,44.8,62.6,C
Castro, Harold,605612,2021,0.351,42.9,25.8,57.7,65.5,H
Tapia, Raimel,606132,2021,0.319,33,14.7,51.2,59.1,F
Aquino, Aristides,606157,2021,0.427,28.2,39.3,45.1,60.1,C
Hernandez, Teoscar,606192,2021,0.47,30.7,31.8,51.8,63.3,G
Mercedes, Yermin,606213,2021,0.354,39.6,22,53.5,59.5,F
Peraza, Jose,606299,2021,0.3,33,19.5,51.3,65.6,F
Marte, Ketel,606466,2021,0.434,24.5,17.3,45.9,58.2,A
Haase, Eric,606992,2021,0.432,29,34.7,48.1,62.5,G
Nimmo, Brandon,607043,2021,0.41,15,22.6,42.5,61.1,A
Peterson, Jace,607054,2021,0.351,20.7,27.2,40.3,56.6,D
Turner, Trea,607208,2021,0.445,26.4,23,49.2,66.7,A
Smith, Kevan,607345,2021,0.237,35.9,27.5,50.5,58.5,H
Beaty, Matt,607461,2021,0.365,27.1,19,45.9,61.5,B
Pillar, Kevin,607680,2021,0.36,36,24.5,52.6,57.1,F
Stallings, Jacob,607732,2021,0.336,23.4,23.3,42.5,60.2,B
Ramirez, Jose,608070,2021,0.393,24.1,14.9,43,51.8,A
Bregman, Alex,608324,2021,0.342,17.2,13.5,41.4,57.5,B
Gallo, Joey,608336,2021,0.473,19,38.8,40.4,54.5,C
Kelly, Carson,608348,2021,0.355,22.3,25,42,55.7,D
Seager, Corey,608369,2021,0.424,26.9,28.1,53.3,64.2,C
Winker, Jesse,608385,2021,0.439,24.3,20.1,45.1,58.1,A
Mazara, Nomar,608577,2021,0.309,29.9,27.4,46.5,62.4,H
Murphy, Tom,608596,2021,0.357,23.6,33.3,44.5,61.2,D
Jankowski, Travis,608671,2021,0.33,15.9,18,41,63,B
Mayfield, Jack,608686,2021,0.34,34.9,24.5,52.9,62.4,F
Plawecki, Kevin,608700,2021,0.347,24.7,16.3,46.3,63,B
Refsnyder, Rob,608701,2021,0.347,18.5,26.9,40.1,63.1,D
Mondesi, Adalberto,609275,2021,0.432,35.7,35.4,59.3,65.4,G
Andujar, Miguel,609280,2021,0.329,37.9,19.4,55.2,64.2,F
Cordero, Franchy,614173,2021,0.321,32.2,40.9,54.8,59.6,H
Reyes, Franmil,614177,2021,0.496,25.8,33.7,45.4,55.4,C
Torrens, Luis,620443,2021,0.392,25.8,27.4,45.3,61.5,C
Martin Jr., Richie,621006,2021,0.311,29.3,27.8,55.6,66.7,H
Schrock, Max,621011,2021,0.382,37.5,17.4,55.2,52.2,E
Swanson, Dansby,621020,2021,0.402,24.1,30.4,48.1,61.6,C
Newman, Kevin,621028,2021,0.247,26.5,11.8,44.9,60.9,B
Taylor, Chris,621035,2021,0.431,20.8,32.7,45.6,62.3,C
Correa, Carlos,621043,2021,0.401,24.1,20.9,42.1,57.7,A
Dahl, David,621311,2021,0.311,36.2,26.7,52.9,63.2,H
Phillips, Brett,621433,2021,0.468,17,35.6,42.6,54.5,C
Taylor, Tyrone,621438,2021,0.387,32.8,23.6,49.2,63.1,E
Buxton, Byron,621439,2021,0.538,30.1,29.4,53,65.4,G
Brinson, Lewis,621446,2021,0.343,42,31.3,55.6,61.7,H
Duggar, Steven,621453,2021,0.434,23,27.5,41.9,57.1,C
Stewart, DJ,621466,2021,0.362,22.4,31.5,47.1,60.9,D
Ward, Taylor,621493,2021,0.391,25.5,25.1,47,64.6,C
Nido, Tomas,621512,2021,0.328,50.7,37.7,65.7,73.1,H
Wisdom, Patrick,621550,2021,0.567,29.3,41.3,50,57.8,G
Wendle, Joey,621563,2021,0.382,32.8,25,48.1,64.3,G
Olson, Matt,621566,2021,0.413,23.7,23,47,54.4,A
Jones, Taylor,622100,2021,0.371,30.3,31.2,51.4,68.5,G
Duffy, Matt,622110,2021,0.365,21.2,15.4,42.4,59.9,B
Margot, Manuel,622534,2021,0.321,29.9,20.3,51.1,62.1,F
Reyes, Victor,622682,2021,0.384,41.7,25.3,55.1,66.8,G
Mateo, Jorge,622761,2021,0.367,32.6,30.4,50.9,58.4,H
Bote, David,623520,2021,0.294,27.7,25,47.4,56.6,D
Ramirez, Harold,623912,2021,0.336,41.6,23.9,55.2,65,F
Santander, Anthony,623993,2021,0.373,32.9,25.1,51.5,59.1,G
Alonso, Pete,624413,2021,0.417,30.8,24.9,49.3,59.1,G
Arroyo, Christian,624414,2021,0.408,38.2,26.5,55.7,62.4,G
Biggio, Cavan,624415,2021,0.349,18.7,25.7,41.5,58.4,D
Conforto, Michael,624424,2021,0.348,23,23.3,44.3,59.9,B
Frazier, Adam,624428,2021,0.347,26.1,12.4,47.6,62.7,B
Trevino, Jose,624431,2021,0.305,34.2,22.4,48.2,62.6,F
Gordon, Nick,624503,2021,0.347,37.6,28.4,57.7,62,H
McGuire, Reese,624512,2021,0.326,29.6,21.4,50.3,61.3,F
Nunez, Dom,624513,2021,0.402,23.6,32.8,41.1,60.5,C
Soler, Jorge,624585,2021,0.373,23,29.2,44.8,58.6,C
Sosa, Edmundo,624641,2021,0.357,34.2,27.7,53.6,61.7,H
Heredia, Guillermo,628338,2021,0.329,25,27.2,49.6,60,D
Hernandez, Yadiel,628450,2021,0.372,26.6,28.3,49,56.3,C
Ibanez, Andy,628451,2021,0.348,30.2,20.5,51.6,61.4,F
Cronenworth, Jake,630105,2021,0.361,23.5,13.7,43.2,60.6,B
Frazier, Clint,640449,2021,0.329,15.1,30.1,37.8,57.8,D
Meadows, Austin,640457,2021,0.37,25.1,24.4,46.7,59,A
Mercado, Oscar,640458,2021,0.312,24,26.7,47.6,63.9,D
Pinder, Chad,640461,2021,0.385,24,28.1,49.1,59.2,C
Anderson, Tim,641313,2021,0.426,36.9,25.9,57.8,64.9,G
Bauers, Jake,641343,2021,0.289,26.4,26.9,47.5,60.2,D
Bellinger, Cody,641355,2021,0.275,30.7,29.7,51.4,56.6,H
Calhoun, Willie,641432,2021,0.307,24.1,16,44.5,60.2,B
Collins, Zack,641470,2021,0.359,19.7,28.2,44.1,61.3,D
Crawford, J.P.,641487,2021,0.338,21.7,15.5,44.2,59.9,B
Davis, Jonathan,641505,2021,0.18,17.3,25.9,37,64.1,D
Dozier, Hunter,641531,2021,0.367,29.8,32.4,48.8,62.1,H
Engel, Adam,641553,2021,0.413,31.6,27.4,51.1,61.4,G
Fraley, Jake,641584,2021,0.36,18.6,28.6,39.8,54.9,D
Garver, Mitch,641598,2021,0.483,20.3,30,38.8,56.4,C
Guillorme, Luis,641645,2021,0.303,21.7,14.7,40.1,62.2,B
Hampson, Garrett,641658,2021,0.348,25.8,23.4,46,60.6,B
Heim, Jonah,641680,2021,0.294,27.6,21.6,50,60.4,B
Lewis, Kyle,641786,2021,0.379,21.4,34.2,47,56.5,C
Locastro, Tim,641796,2021,0.24,32.7,22.3,46.4,64.1,F
Mancini III, Trey,641820,2021,0.389,30.8,29.6,47,56.8,G
Martin, Jason,641829,2021,0.329,25.6,29.1,49.7,59.1,D
McKinney, Billy,641856,2021,0.325,20.3,23.3,43.2,58.2,B
McMahon, Ryan,641857,2021,0.404,24.4,29.2,48.8,65.3,C
O'Neill, Tyler,641933,2021,0.536,27.6,34.7,49.8,60.9,C
Smith, Dominic,642086,2021,0.34,33.7,27.5,52,57.6,H
Tellez, Rowdy,642133,2021,0.353,32.3,23.3,48.5,56.8,F
Valaika, Pat,642162,2021,0.292,30.9,27.3,52.5,65.5,H
VanMeter, Josh,642165,2021,0.338,17.9,26.8,39.7,54.8,D
Wade, Tyler,642180,2021,0.36,21.2,26.4,43.9,55.6,D
White, Eli,642201,2021,0.306,26.4,30.2,48.7,62.3,D
Williams, Justin,642211,2021,0.291,28.7,36.9,44.6,59.3,H
Mejia, Francisco,642336,2021,0.352,43.1,20.5,55.4,63.9,F
Sierra, Magneuris,642423,2021,0.283,33.1,22,50.3,65.3,F
Rosario, Amed,642708,2021,0.373,34.7,24.8,48.9,62.2,E
Adames, Willy,642715,2021,0.453,27.5,32.6,48.9,61.2,C
Gutierrez, Kelvin,642721,2021,0.325,28.8,31,45,63.1,H
Alcantara, Sergio,642727,2021,0.334,18.9,30,42.5,58.3,D
Estrada, Thairo,642731,2021,0.391,24.8,19,46.1,57.6,A
Wynns, Austin,642851,2021,0.273,33.2,20.6,44.8,61.9,F
Benintendi, Andrew,643217,2021,0.373,30.1,22.5,52.5,60,E
Cooper, Garrett,643265,2021,0.46,28.1,27.2,45.9,56.8,C
Dubon, Mauricio,643289,2021,0.337,34.5,22.5,52,67.2,F
Jansen, Danny,643376,2021,0.38,23.6,25.3,49.1,62.9,C
Kemp, Tony,643393,2021,0.344,21.1,15.4,42,58.9,B
Kiner-Falefa, Isiah,643396,2021,0.313,30.7,14.5,46.5,60.6,F
Long Jr., Shed,643418,2021,0.361,26.8,29.4,46.5,62.8,D
McNeil, Jeff,643446,2021,0.306,27.7,18.2,56.1,60.6,B
Schwindel, Frank,643524,2021,0.464,34.7,23.2,52.1,65,E
Tauchman, Mike,643565,2021,0.303,17.3,34.4,44.8,53.9,D
Chang, Yu,644374,2021,0.383,28.3,26.8,49.8,61.8,C
Albies, Ozzie,645277,2021,0.387,34.1,24.9,56.8,61.2,G
Robles, Victor,645302,2021,0.289,26,25.2,47.7,62.3,D
Devers, Rafael,646240,2021,0.447,32.4,27.7,53.6,63.1,G
Naylor, Josh,647304,2021,0.343,35.4,21.3,52.7,62.4,F
Toro, Abraham,647351,2021,0.308,30.1,17.6,47.9,60.3,F
Diaz, Aledmys,649557,2021,0.357,34.5,22.5,53.4,69.6,F
Urias, Luis,649966,2021,0.379,25.3,22.8,46.3,60.3,A
Diaz, Lewin,650331,2021,0.372,42,27.9,57.8,69.3,G
Arraez, Luis,650333,2021,0.319,23.1,10.7,43.5,63.9,B
Jimenez, Eloy,650391,2021,0.392,35.4,33.8,52.6,64.1,G
Torres, Gleyber,650402,2021,0.342,22.7,26.3,46.7,57.5,D
Castro, Willi,650489,2021,0.325,40,29.3,56.6,67.6,H
Diaz, Yandy,650490,2021,0.331,18.9,19.3,42.6,56.6,B
De La Cruz, Bryan,650559,2021,0.418,32,25.2,50.1,63.9,G
Rengifo, Luis,650859,2021,0.275,32,26.9,50.2,61.1,H
Adams, Riley,656180,2021,0.427,22.4,30.3,39.1,63.3,C
Bradley, Bobby,656252,2021,0.446,29,40.3,47.8,62.2,G
Chapman, Matt,656305,2021,0.403,22.9,32.7,44.6,59.8,C
Chavis, Michael,656308,2021,0.412,46.3,37.6,61.3,73.4,G
Diaz, Isan,656371,2021,0.285,26.7,32.1,43.7,58,D
Hill, Derek,656537,2021,0.394,30.2,26.6,51.2,67.3,G
Hilliard, Sam,656541,2021,0.474,27.2,41.5,47.2,56.5,C
Hoskins, Rhys,656555,2021,0.443,25.3,26.4,44.4,59.8,C
Jackson, Alex,656577,2021,0.356,34.7,51.1,52.4,59.6,H
Joe, Connor,656582,2021,0.405,17.6,23.5,41.7,56.9,A
Luplow, Jordan,656669,2021,0.418,20.3,31,43.4,57.5,C
McKinstry, Zach,656716,2021,0.373,31.1,26,46.1,64.3,G
Mullins II, Cedric,656775,2021,0.425,27.7,20.4,46.3,59.2,A
O'Hearn, Ryan,656811,2021,0.353,30.5,29.2,51.1,60.6,H
Peters, DJ,656847,2021,0.398,35.1,36.7,56.8,67.2,G
Schwarber, Kyle,656941,2021,0.497,20.8,28.6,41.4,55.5,C
Smith, Pavin,656976,2021,0.361,23.8,17.3,42.1,61.3,B
Thomas, Lane,657041,2021,0.374,20.4,21.1,40,61.2,A
Tucker, Cole,657061,2021,0.329,24.5,26.1,46.5,60.3,D
Verdugo, Alex,657077,2021,0.366,26.5,17.7,44.7,57.1,B
White, Evan,657108,2021,0.237,24.5,29.9,48.2,67.3,D
DeJong, Paul,657557,2021,0.342,27.5,27.9,50,55.2,D
Laureano, Ramon,657656,2021,0.404,30.4,27,48.4,60.8,G
Sheets, Gavin,657757,2021,0.417,29.6,20.6,46.2,55.9,E
Fuentes, Joshua,658069,2021,0.32,41,27.2,59.3,66.1,H
Olivares, Edward,658668,2021,0.331,29.1,24,45.2,57.7,F
Moncada, Yoan,660162,2021,0.408,23.6,28.1,42.6,55.6,C
Ohtani, Shohei,660271,2021,0.537,27.3,35,45.8,57.9,C
Tsutsugo, Yoshi,660294,2021,0.365,25.4,27.3,45.4,59.5,D
Hernandez, Yonny,660634,2021,0.259,20.1,15.1,38,61.4,B
Acuna Jr., Ronald,660670,2021,0.5,20.8,27.6,42.8,53.2,C
Sanchez, Jesus,660821,2021,0.468,31.5,29.2,50.2,60.6,G
Park, Hoy,660829,2021,0.314,15.9,25.4,39.3,57.3,D
Contreras, William,661388,2021,0.381,31.9,36.4,51.3,58.7,G
Varsho, Daulton,662139,2021,0.375,30.5,24.5,51.5,57.3,E
Nootbaar, Lars,663457,2021,0.369,17.6,26.2,39.6,56.5,C
Hoerner, Nico,663538,2021,0.345,30.4,18.5,48.2,59.8,F
Riley, Austin,663586,2021,0.482,31.1,28.3,50.2,63.5,G
Madrigal, Nick,663611,2021,0.338,28.3,8.4,45.5,63.7,B
Larnach, Trevor,663616,2021,0.4,25.1,39,43.8,55.8,C
Mountcastle, Ryan,663624,2021,0.436,38.2,31.6,55.1,66.2,G
McKenna, Ryan,663630,2021,0.341,19.6,34.4,44.1,64,D
Hayes, Ke'Bryan,663647,2021,0.351,25.8,20.4,43.5,62.1,B
Tucker, Kyle,663656,2021,0.428,26.4,20.3,52.5,58.6,A
Cameron, Daz,663662,2021,0.368,26.7,30.8,44.5,54.8,C
India, Jonathan,663697,2021,0.413,21.9,25.1,39,55.2,C
Raleigh, Cal,663728,2021,0.325,43.6,33.1,62.1,66.9,H
Grisham, Trent,663757,2021,0.368,16.8,21.7,40.5,55.6,A
Stephenson, Tyler,663886,2021,0.381,20.9,19.2,40.4,62.8,A
Williams, Luke,663897,2021,0.316,25.6,19.3,46.5,53.7,B
Rodgers, Brendan,663898,2021,0.404,30.2,23,52.5,61,E
Lowe, Nathaniel,663993,2021,0.403,22.9,23.5,44.7,59,A
Happ, Ian,664023,2021,0.414,23.1,32.3,43.9,58.3,C
France, Ty,664034,2021,0.379,30,19.1,50.3,58,E
Lowe, Brandon,664040,2021,0.462,29.8,32.8,52.5,62.4,G
Bader, Harrison,664056,2021,0.396,31,24.7,47.5,60.3,E
Stevenson, Andrew,664057,2021,0.352,28.8,28.1,49.2,63.2,H
Fletcher, David,664058,2021,0.279,29.2,9.5,46.5,65.6,F
Moore, Dylan,664238,2021,0.323,20.8,25.9,41.3,63.9,D
Garlick, Kyle,664247,2021,0.423,23.4,28.9,46.4,50.5,C
Straw, Myles,664702,2021,0.336,19.1,13.5,40.4,58.3,B
Bohm, Alec,664761,2021,0.352,26,26.7,48.9,61.6,D
Wade Jr., LaMonte,664774,2021,0.413,22.7,20,46.1,60,A
Tom, Ka'ai,664789,2021,0.225,24.4,32.8,45.6,61.7,D
Zavala, Seby,664874,2021,0.417,28.1,42.5,52.1,67.3,C
Mendick, Danny,664901,2021,0.29,26.2,24.5,42.9,57.5,B
Brown, Seth,664913,2021,0.416,26.3,32.4,44.9,58,C
Walsh, Jared,665120,2021,0.459,31.6,26,49.3,58,G
Maton, Nick,665155,2021,0.403,30.5,31.2,50.8,65.6,G
Tatis Jr., Fernando,665487,2021,0.539,29,34.8,51.5,60.1,G
Guerrero Jr., Vladimir,665489,2021,0.465,24.5,27.8,47.3,63.1,C
Soto, Juan,665742,2021,0.433,12.2,20,35,54.7,A
Taveras, Leody,665750,2021,0.277,26.2,26.3,48.8,70.8,D
Chisholm Jr., Jazz,665862,2021,0.408,31,29.7,47.2,60,G
Gimenez, Andres,665926,2021,0.331,40,29.9,58,63.3,H
Kirilloff, Alex,666135,2021,0.373,34.9,26.9,54.7,60.7,G
Lux, Gavin,666158,2021,0.339,21.4,22.9,46.6,57.4,B
Adell, Jo,666176,2021,0.366,34.8,29.7,53.8,67.1,H
Bichette, Bo,666182,2021,0.418,38.1,22.3,57.8,64.6,E
Carlson, Dylan,666185,2021,0.404,23.9,27.9,45,59,C
Kieboom, Carter,666198,2021,0.309,29.4,29.5,49.1,65.7,H
Trammell, Taylor,666211,2021,0.414,26.3,42.9,48.1,57.3,C
Dalbec, Bobby,666915,2021,0.485,28.5,38.2,50.4,62,G
Garcia, Adolis,666969,2021,0.434,35.7,34.2,54.1,61.4,G
Gurriel Jr., Lourdes,666971,2021,0.387,34.3,24.2,50.9,67.2,E
Rooker Jr., Brent,667670,2021,0.396,28.6,33.4,47.8,62.9,G
Arozarena, Randy,668227,2021,0.45,24.8,32.4,44.2,58.1,C
Barrera, Tres,668663,2021,0.364,28,23.7,49.6,67.9,B
Rogers, Jake,668670,2021,0.513,22.4,37.6,44.6,66.9,C
Baddoo, Akil,668731,2021,0.411,24,30.2,46.4,57.9,C
Knizner, Andrew,668800,2021,0.232,30.1,24,46.8,62.2,F
Reynolds, Bryan,668804,2021,0.437,24.8,23.9,48.9,57.6,A
Rojas, Josh,668942,2021,0.396,21.2,23.5,42.2,60.1,A
Marsh, Brandon,669016,2021,0.421,27.3,33,45.5,64.2,C
Murphy, Sean,669221,2021,0.363,29.4,27.8,47.6,63.4,H
Senzel, Nick,669222,2021,0.283,28.6,17.8,52.5,66.9,F
Edman, Tommy,669242,2021,0.322,28.2,14.9,47.4,56.8,B
Solak, Nick,669256,2021,0.334,30,24.8,46,61.3,F
Smith, Will,669257,2021,0.403,20.9,21.2,41.9,57.9,A
Espinal, Santiago,669289,2021,0.356,25.7,15.3,47.3,59.8,B
Hiura, Keston,669374,2021,0.35,31.2,47,52.1,58.9,H
Hays, Austin,669720,2021,0.384,29.5,24.6,46.4,60.5,E
Lopez, Nicky,670032,2021,0.34,24.5,15.4,45.1,61.9,B
Short, Zack,670097,2021,0.268,18.5,27.5,41.7,57.6,D
Rojas, Jose,670351,2021,0.361,27.6,26.7,46,59.8,D
Young, Andrew,670370,2021,0.553,36,44.5,48,65.4,G
Alvarez, Yordan,670541,2021,0.46,26.3,22.7,43.1,55.8,A
Brosseau, Mike,670712,2021,0.339,25.9,29.1,46.9,53.3,D
Walls, Taylor,670764,2021,0.319,19.1,26.2,40.9,60.2,D
Garcia, Luis,671277,2021,0.336,34.9,24.3,52.6,62.8,F
Kelenic, Jarred,672284,2021,0.322,29.4,26.9,47.6,58.1,H
Kirk, Alejandro,672386,2021,0.325,24.1,19.3,44.9,64.6,B
Robert Jr., Luis,673357,2021,0.486,39.9,28.2,61.5,71.2,G
Akiyama, Shogo,673451,2021,0.259,26.8,22.7,44.3,57.4,B
Kim, Ha-Seong,673490,2021,0.313,24.2,21.6,44.5,68.7,B
Clement, Ernie,676391,2021,0.289,33.5,16.4,48.4,65.4,F
Meyers, Jake,676694,2021,0.444,26.8,29.2,46,61.3,C
McCormick, Chas,676801,2021,0.451,25.3,35.5,46.6,57.5,C
Franco, Wander,677551,2021,0.364,28.5,16.4,49.4,59.7,F
Duran, Jarren,680776,2021,0.367,34.4,34.7,51.7,59.8,H
