last_name, first_name,player_id,year,wobacon,oz_swing_percent,whiff_percent,swing_percent,f_strike_percent,class
Spangenberg, Cory,605486,2017,0.393,30.7,25.9,49.6,66.5,G
Tomlinson, Kelby,605509,2017,0.316,23.7,17.1,45,64.3,B
Zimmer, Bradley,605548,2017,0.387,22.2,31.2,47.2,58.1,C
Arcia, Orlando,606115,2017,0.359,34.7,25.6,54.2,64.3,H
Tapia, Raimel,606132,2017,0.388,45.6,21.4,58.6,68.2,E
Peraza, Jose,606299,2017,0.292,34.4,15.2,51.7,63.5,F
Marte, Ketel,606466,2017,0.328,26.8,16.6,47.1,67.3,B
Nimmo, Brandon,607043,2017,0.424,13.6,24.4,36.9,57.5,A
Peterson, Jace,607054,2017,0.303,20.4,27.1,39,58.2,D
Turner, Trea,607208,2017,0.382,21.9,22.5,44.1,61.1,A
Smith, Kevan,607345,2017,0.338,34.5,20.9,55.1,67.6,F
Collins, Tyler,607385,2017,0.344,24.5,31.7,45.2,58,D
Rua, Ryan,607387,2017,0.389,30.7,37.1,46,60.4,G
Pillar, Kevin,607680,2017,0.329,36.9,16.4,52.2,63.9,F
Rivera, T.J.,608061,2017,0.354,34.4,20.7,52.7,68.4,F
Ramirez, Jose,608070,2017,0.42,23.1,13.6,43.3,56.1,A
Bregman, Alex,608324,2017,0.379,24.1,16.5,44.7,63.3,A
Gallo, Joey,608336,2017,0.538,28.3,43.4,47.1,57.6,C
Russell, Addison,608365,2017,0.369,28.1,27.4,50.1,60.2,C
Seager, Corey,608369,2017,0.427,25.7,27.2,50.1,60.8,C
Williams, Nick,608384,2017,0.454,38.5,34.5,59.1,65,G
Winker, Jesse,608385,2017,0.431,16.1,17.8,42.7,59.9,A
Mazara, Nomar,608577,2017,0.365,30.9,25.7,46.1,55.4,H
Plawecki, Kevin,608700,2017,0.332,25.8,21.8,47,54.7,B
Reynolds, Matt,608703,2017,0.337,22.9,28.4,40.2,55.8,D
Garcia, Adonis,611177,2017,0.284,35.7,19.8,52.8,59,F
Torrens, Luis,620443,2017,0.207,23.7,25.9,49.2,58.3,D
Robertson, Daniel,621002,2017,0.332,18.9,24.3,41.5,65.7,B
Swanson, Dansby,621020,2017,0.31,24.8,23.7,44.5,58.6,B
Taylor, Chris,621035,2017,0.451,22.2,25.3,45.9,64.3,C
Correa, Carlos,621043,2017,0.457,25.2,21.8,42.2,57.1,A
Buxton, Byron,621439,2017,0.412,32,30.4,49.6,62.2,G
Powell, Boog,621471,2017,0.382,17,20.4,39,54.8,A
Moroff, Max,621559,2017,0.339,21.3,32.6,42.6,58.6,D
Olson, Matt,621566,2017,0.544,25,31.9,45,56.9,C
Maxwell, Bruce,622194,2017,0.336,20.8,21.5,41.5,51.8,B
Margot, Manuel,622534,2017,0.358,26.9,21.4,45.8,64.5,B
Camargo, Johan,622666,2017,0.4,28.3,23.3,50.5,58.8,A
Kivlehan, Patrick,623182,2017,0.38,28.1,33.6,46.2,60.8,C
Arroyo, Christian,624414,2017,0.278,28.7,19.8,52.2,62.7,F
Conforto, Michael,624424,2017,0.491,23.7,29.1,42.8,53.8,C
Frazier, Adam,624428,2017,0.329,25.2,13.4,46,58.4,B
Jones, Ryder,624507,2017,0.287,34.4,30.8,52,68.1,H
Puig, Yasiel,624577,2017,0.385,26.4,24.6,46.4,59.1,A
Soler, Jorge,624585,2017,0.267,23.2,35,40.3,65.1,D
Heredia, Guillermo,628338,2017,0.299,23.1,14.5,44.8,60.3,B
Tomas, Yasmany,630111,2017,0.414,33.8,31.6,52.6,62.8,G
Frazier, Clint,640449,2017,0.408,22.7,28.9,49,60.6,C
Pinder, Chad,640461,2017,0.421,27.9,30.8,51.7,64.3,C
Anderson, Tim,641313,2017,0.383,40.3,29.5,55.1,66.5,G
Asuaje, Carlos,641319,2017,0.357,23,20,46.3,61.5,B
Bellinger, Cody,641355,2017,0.496,23.5,32.3,44.7,55.8,C
Engel, Adam,641553,2017,0.306,29,33.9,48.5,66.1,H
Mancini III, Trey,641820,2017,0.436,31.4,28.4,50.9,61.4,G
Smith, Dominic,642086,2017,0.344,29.6,29,48.8,60.1,H
Valaika, Pat,642162,2017,0.457,32.4,31.9,55.8,70.3,G
Cordoba, Allen,642707,2017,0.287,29.3,27.9,44.5,60.6,H
Rosario, Amed,642708,2017,0.383,40.4,35.7,55.5,68.8,G
Benintendi, Andrew,643217,2017,0.358,25.2,19.2,44.1,55,B
Granite, Zack,643335,2017,0.248,18.4,6,38.5,60.7,B
Albies, Ozzie,645277,2017,0.369,28.3,22.5,52.1,63.1,A
Devers, Rafael,646240,2017,0.432,32.3,26.4,51,64,G
Diaz, Aledmys,649557,2017,0.321,35.7,21.9,52.9,62,F
Diaz, Yandy,650490,2017,0.323,14.4,18.6,38.9,59.8,B
Chapman, Matt,656305,2017,0.423,21.7,30.2,42.9,62.3,C
Hoskins, Rhys,656555,2017,0.483,19.1,20.6,38.4,54,A
Schwarber, Kyle,656941,2017,0.432,26.5,29.6,44.6,57.2,C
DeJong, Paul,657557,2017,0.482,30.2,27.9,51.6,61.4,G
Moncada, Yoan,660162,2017,0.427,23.1,31.7,42.9,57.1,C
Happ, Ian,664023,2017,0.482,25.3,34.3,49.4,59.1,C
Beltre, Adrian,134181,2018,0.377,29.3,23.4,45.4,54.5,E
Martinez, Victor,400121,2018,0.285,32,14.3,49.2,57.6,F
Utley, Chase,400284,2018,0.277,17.2,13.3,37.6,53.2,B
Pujols, Albert,405395,2018,0.321,32.5,17.6,48.4,58.8,F
Mauer, Joe,408045,2018,0.343,19.3,15.1,35.3,60.7,B
Cabrera, Miguel,408234,2018,0.395,23.1,23.5,45.2,58.7,A
Gonzalez, Adrian,408236,2018,0.321,37.2,23.8,53.5,59.5,F
Reyes, Jose,408314,2018,0.259,26.1,19,45.8,60.6,B
Mathis, Jeff,425772,2018,0.301,22.7,32.2,44.3,62.8,D
Choo, Shin-Soo,425783,2018,0.409,22,26.8,40.9,58.3,C
Molina, Yadier,425877,2018,0.341,35.3,17.2,52.7,64,F
Cano, Robinson,429664,2018,0.386,30.1,18.2,47.8,61.6,E
Encarnacion, Edwin,429665,2018,0.404,24.6,26.3,44.6,57.4,C
Bautista, Jose,430832,2018,0.37,20.1,30.6,39.5,58.9,C
Jones, Adam,430945,2018,0.353,39.5,23.7,55.1,65.9,F
Martin, Russell,431145,2018,0.308,10.2,25.3,34.3,56,D
Granderson, Curtis,434158,2018,0.409,21.6,26.7,39.2,55,C
Davis, Rajai,434658,2018,0.287,33.6,22.9,53,63,F
Ramirez, Hanley,434670,2018,0.341,27.2,20.3,50.7,59,B
Morales, Kendrys,434778,2018,0.372,28.6,27.2,43.6,56.3,G
Kendrick III, Howie,435062,2018,0.405,35.5,21.2,54.2,68.6,E
Wilson, Bobby,435064,2018,0.264,34,24.5,49.8,66.2,F
Kinsler, Ian,435079,2018,0.302,24.4,12.2,45.5,57.5,B
McCann, Brian,435263,2018,0.294,26,21.2,41.1,51.9,B
Walker, Neil,435522,2018,0.321,26,22.8,45.7,59.2,B
Suzuki, Kurt,435559,2018,0.34,33.8,16.8,53.3,62.1,F
Desmond, Ian,435622,2018,0.373,27.2,28.8,48.3,65.4,C
Cruz Jr., Nelson,443558,2018,0.417,28.4,30.6,46.5,54.6,C
Trumbo, Mark,444432,2018,0.407,33.4,29.5,49.7,57.5,G
Peralta, David,444482,2018,0.437,28.5,23.7,48,61.8,E
Pina, Manny,444489,2018,0.34,30.7,18.2,45.9,60,F
Escobar, Alcides,444876,2018,0.273,32.5,20.1,52.4,65.9,F
Jay, Jon,445055,2018,0.32,32.9,19.8,49.1,62.6,F
Prado, Martin,445988,2018,0.288,25.2,17.4,38.7,65.1,B
Duda, Lucas,446263,2018,0.399,29.5,31.8,44.4,62.4,G
Wieters, Matt,446308,2018,0.32,25.1,17.2,45.3,49.3,B
Longoria, Evan,446334,2018,0.347,29.1,20.6,48.6,62.7,F
Cozart, Zack,446359,2018,0.297,24.3,18,43.4,63.6,B
Guyer, Brandon,446386,2018,0.324,26,22.1,46.6,60.6,B
Rodriguez, Sean,446481,2018,0.336,24.9,40.6,47.3,66.3,D
Reynolds, Mark,448602,2018,0.433,22.1,36.2,46.3,54.7,C
Davis, Chris,448801,2018,0.327,28.1,34.4,45.1,58.8,D
Zobrist, Ben,450314,2018,0.361,21.9,14.2,41.1,58.1,B
Adduci, James,451192,2018,0.372,41.1,22.9,58.9,68.1,E
Fowler, Dexter,451594,2018,0.269,20.9,26.3,42.1,58.4,D
Flowers, Tyler,452095,2018,0.356,20.8,28.8,43.7,57.1,D
Pence, Hunter,452254,2018,0.314,33.9,31.3,53.1,69,H
Span, Denard,452655,2018,0.345,21.5,15.2,43.4,62.7,B
Cabrera, Asdrubal,452678,2018,0.387,29.2,22.6,49.1,61,E
Blackmon, Charlie,453568,2018,0.425,29.2,20.3,47.7,60.4,E
Blanco, Gregor,453923,2018,0.326,21.7,24.2,44.6,64.5,B
Frazier, Todd,453943,2018,0.342,24.7,24.1,40.6,54.6,B
Ellis, A.J.,454560,2018,0.346,14.1,15.3,37.8,58.5,B
Iannetta, Chris,455104,2018,0.358,18.6,29.3,43.6,58.3,D
Maldonado, Martin,455117,2018,0.331,35,27,51.1,69.8,H
Chirinos, Robinson,455139,2018,0.438,26.6,33.4,44.4,62,C
Young, Chris,455759,2018,0.325,23.8,28.4,43.1,68,D
Markakis, Nick,455976,2018,0.355,20,11.4,40.4,57.4,B
Castillo, Welington,456078,2018,0.389,24.9,25.2,42.3,59.7,C
Kratz, Erik,456124,2018,0.311,29.2,24.4,48.3,64.8,F
Nunez, Eduardo,456488,2018,0.323,36.3,15.7,53.8,61,F
Pearce, Steve,456665,2018,0.41,21.3,24.4,43,54.6,A
Cain, Lorenzo,456715,2018,0.376,21,17.8,42.3,60.3,A
McCutchen, Andrew,457705,2018,0.38,15.9,22.5,39.8,56.1,A
Jackson, Austin,457706,2018,0.396,24.3,31.9,45.5,62.6,C
Upton, Justin,457708,2018,0.447,20.9,31.5,42.6,57.6,C
Maybin, Cameron,457727,2018,0.319,21.3,20.7,41.5,61.7,B
Turner, Justin,457759,2018,0.41,21.5,13.2,43.4,57.8,A
Posey III, Buster,457763,2018,0.328,25,13.5,44.3,56.7,B
Bruce, Jay,457803,2018,0.327,27.4,28.7,49.4,57.5,D
Votto, Joey,458015,2018,0.374,13.1,17.9,39.7,56,A
Gardner, Brett,458731,2018,0.318,21,13.6,36.3,55,B
Young Jr., Eric,458913,2018,0.285,25.4,26.7,49.7,61.5,D
Joyce, Matt,459964,2018,0.315,22.5,25.5,46.2,55.3,D
Hundley, Nick,460026,2018,0.393,29.8,27.3,53.7,66.7,G
Braun, Ryan,460075,2018,0.382,33,22.7,51.5,63.6,E
Butera, Drew,460077,2018,0.27,26.8,21.2,43.1,61,B
Gordon, Alex,460086,2018,0.346,28.5,23.9,46.5,61.1,F
Gomez, Carlos,460576,2018,0.324,38.9,29.2,57.9,65.9,H
Kemp, Matt,461314,2018,0.427,31.4,29.4,50.7,64.6,G
Romine, Andrew,461865,2018,0.293,38.7,28.4,54.1,62.6,H
Andrus, Elvis,462101,2018,0.318,32.9,20.3,48.7,59.6,F
Cervelli, Francisco,465041,2018,0.385,18.1,25.4,39.5,60.8,C
Cabrera, Melky,466320,2018,0.344,31,16.6,46.9,61.9,F
Sandoval, Pablo,467055,2018,0.362,35.5,21.7,47.9,53.6,F
Ramos, Wilson,467092,2018,0.424,34.1,24.4,54.2,64.3,E
Santana, Carlos,467793,2018,0.32,21,19.3,41.4,58.5,B
Parra, Gerardo,467827,2018,0.345,31.1,19.9,51.3,61.9,F
Gonzalez, Carlos,471865,2018,0.412,32.2,29.4,50.3,60.9,G
Valbuena, Luis,472528,2018,0.359,29.2,32.2,48.3,60.1,H
Mercer, Jordy,474568,2018,0.342,27.9,22.2,44.2,63.3,B
Belt, Brandon,474832,2018,0.384,23,25.9,48.8,60.4,C
Alonso, Yonder,475174,2018,0.369,30.4,25.4,50.4,57.3,G
Flaherty, Ryan,475247,2018,0.292,22.6,23.5,46.7,53.9,B
Smoak, Justin,475253,2018,0.422,22.6,25.3,40.3,55.6,C
Zimmerman, Ryan,475582,2018,0.387,23.9,23,40.4,55.4,A
Lowrie, Jed,476704,2018,0.384,21.4,20.3,45.9,59.4,A
Alvarez, Pedro,476883,2018,0.367,24.9,38.3,41.3,53.5,D
Avila, Alex,488671,2018,0.362,12.8,36.3,35.2,58.8,D
Brantley Jr., Michael,488726,2018,0.366,23.7,11,44.2,58.3,B
d'Arnaud, Chase,488818,2018,0.401,37.1,34.7,48.9,66,G
Morrison, Logan,489149,2018,0.309,26.5,25.4,48,54.3,D
Hernandez, Gorkys,491676,2018,0.36,29.6,29.5,50.6,61.9,H
Sucre, Jesus,491696,2018,0.235,40.9,21.4,56.3,65.7,F
Cespedes, Yoenis,493316,2018,0.485,33.7,28.4,49.3,60,G
Gurriel, Yuli,493329,2018,0.343,34.5,15.6,50.3,63.4,F
Rodriguez, Ronny,500135,2018,0.3,38.1,28.4,52.3,59.2,H
Solarte, Yangervis,500208,2018,0.301,37.6,17.5,54.3,60.8,F
Rojas, Miguel,500743,2018,0.296,32.2,15.4,49,60.5,F
Escobar, Eduardo,500871,2018,0.406,35.3,23.9,53,62.1,E
Martinez, Jose,500874,2018,0.402,26.1,21.4,43.6,58.8,A
Adrianza, Ehire,501303,2018,0.353,26.6,18.9,48.7,66.6,B
Almonte, Abraham,501659,2018,0.266,28.2,29,44.7,62.3,D
Freese, David,501896,2018,0.434,22.8,24.3,42.8,61.4,A
Davis, Khris,501981,2018,0.469,23.2,33.7,49.3,61.9,C
Pham, Tommy,502054,2018,0.433,19.1,25.4,39.8,61.3,C
Martinez, J.D.,502110,2018,0.535,29.3,28.2,50.3,60.2,G
Valencia, Danny,502143,2018,0.352,26.8,24.3,42.9,58,B
Reddick, Josh,502210,2018,0.33,27.3,17.4,44.5,58.4,B
Gentry, Craig,502226,2018,0.331,23.7,20,46.2,58,B
Dyson, Jarrod,502481,2018,0.228,22.1,15.9,42.1,58.9,B
Murphy, Daniel,502517,2018,0.363,29.4,13.1,50.7,62.2,F
Goldschmidt, Paul,502671,2018,0.49,26,26.4,42.4,59.7,C
Gonzalez, Marwin,503556,2018,0.373,29.8,24.3,44.4,58.5,E
Leon, Sandy,506702,2018,0.27,30.8,22.5,47.1,59.7,F
Pena, Francisco,506747,2018,0.295,47.4,27,59.8,70.2,H
Altuve, Jose,514888,2018,0.385,30.2,17.9,47.4,68.1,E
Hernandez, Cesar,514917,2018,0.352,18,20.1,38.2,58.7,B
Segura, Jean,516416,2018,0.346,32,12.6,49,61.2,F
Arcia, Francisco,516472,2018,0.358,40,24.8,55.4,67,F
Castro, Starlin,516770,2018,0.362,27.4,22.8,46,60.5,B
Marte, Starling,516782,2018,0.385,34.2,23.9,54.5,63.5,E
Pirela, Jose,517369,2018,0.318,30.1,23.6,46.5,58.1,F
Culberson, Charlie,518586,2018,0.435,36.8,31,54,65.5,G
Descalso, Daniel,518614,2018,0.402,19.7,28.7,42.6,60.4,C
Dietrich, Derek,518618,2018,0.403,31.8,25.4,50.5,60.3,G
Donaldson, Josh,518626,2018,0.409,22.1,31.7,41.8,56.2,C
Freeman, Freddie,518692,2018,0.434,31.1,24.3,55.6,60.9,E
Grandal, Yasmani,518735,2018,0.41,19.8,28,38.5,54.4,C
Heyward, Jason,518792,2018,0.328,28.5,16.9,45.5,58.8,F
LeMahieu, DJ,518934,2018,0.349,23.2,14,41.9,60.4,B
Lucroy, Jonathan,518960,2018,0.284,27.6,13.7,43.6,61.6,B
Mesoraco, Devin,519023,2018,0.331,27.2,22.7,48,57.7,B
Moreland, Mitch,519048,2018,0.377,24.8,27.9,46.5,51.9,C
Moustakas, Mike,519058,2018,0.361,34.2,21.9,52.2,59.4,F
Rizzo, Anthony,519203,2018,0.365,29.7,17,47.7,57.9,F
Romine, Austin,519222,2018,0.381,33.7,26.3,49.5,61.5,G
Sogard, Eric,519299,2018,0.167,18.6,12.6,37.8,44.2,B
Souza Jr., Steven,519306,2018,0.361,22.7,27.5,44,61.8,D
Stanton, Giancarlo,519317,2018,0.484,28.7,34.4,44.9,57.3,G
Thames, Eric,519346,2018,0.478,27.2,34.1,47.7,63.4,C
Galvis, Freddy,520471,2018,0.349,35,26.3,50.3,62.6,H
Perez, Salvador,521692,2018,0.356,44.2,23.8,57,67.1,F
Forsythe, Logan,523253,2018,0.29,14,17.6,35.8,57.5,B
Flores, Wilmer,527038,2018,0.319,28.6,13.8,47.6,61.9,F
Marte, Jefry,527043,2018,0.316,25.8,21.3,43.7,55.5,B
LaMarre, Ryan,534606,2018,0.407,27.7,27.9,49.1,68.3,C
Garcia, Avisail,541645,2018,0.391,40.1,33.9,58.6,65.5,G
Perez, Hernan,541650,2018,0.35,36.4,21.3,50.2,59.5,F
Inciarte, Ender,542255,2018,0.32,31,14.4,50.3,63.2,F
Ozuna, Marcell,542303,2018,0.372,27.8,24.3,48.5,61.3,A
Villar, Jonathan,542340,2018,0.389,27.8,29.3,48.9,65.8,C
Ortega, Rafael,542364,2018,0.264,24.1,14.3,42.6,58.7,B
Aguilar, Jesus,542583,2018,0.469,33.8,28.7,45.5,58.4,G
Beckham, Tim,542921,2018,0.35,27.8,28.2,48.2,62.2,D
Crawford, Brandon,543063,2018,0.354,29.8,29.2,52.1,62.9,H
Cron, C.J.,543068,2018,0.436,34.9,29.1,50.8,59.1,G
Gomes, Yan,543228,2018,0.425,35.4,29.5,53.6,59.4,G
Grossman, Robbie,543257,2018,0.35,16.8,16.3,39.3,59.4,B
Harrison, Josh,543281,2018,0.321,36.2,23.4,55.3,63.1,F
Hicks, Aaron,543305,2018,0.385,18.2,23.1,40,53,A
Hicks, John,543308,2018,0.397,38.1,34,57,64.1,G
Hosmer, Eric,543333,2018,0.36,29.3,27.6,48.5,57.1,H
Joseph, Caleb,543376,2018,0.308,31.7,25.2,51.4,60,H
Kipnis, Jason,543401,2018,0.33,25.9,20.8,43,52.8,B
Mahtook, Mikie,543484,2018,0.33,22.9,24.9,42.7,60.4,D
McCann, James,543510,2018,0.312,31.6,26.5,47.8,55.6,H
Miller, Brad,543543,2018,0.429,31.3,32.5,49,58.9,G
Rendon, Anthony,543685,2018,0.414,23.8,13.9,47.7,62.7,A
Semien, Marcus,543760,2018,0.341,23.6,20.3,43.8,61.3,B
Shaw, Travis,543768,2018,0.381,25.2,20.3,44.8,54.4,A
Shuck, JB,543776,2018,0.22,28.1,16.8,42.2,55.3,B
Springer III, George,543807,2018,0.38,21.8,24.6,44.3,57.4,A
Strange-Gordon, Dee,543829,2018,0.307,39.5,15.2,55.1,64.8,F
Vazquez, Christian,543877,2018,0.252,29.3,14.1,48.9,63.4,F
Wong, Kolten,543939,2018,0.324,23.8,17.8,42.3,57.6,B
Gregorius, Didi,544369,2018,0.364,33.1,19.5,51.7,59.5,F
Garcia, Leury,544725,2018,0.377,40,28.4,57.6,66.9,G
Grichuk, Randal,545341,2018,0.435,32.7,31.2,50.6,61,G
Marisnick, Jake,545350,2018,0.421,34.1,33.5,53.4,60.9,G
Stassi, Max,545358,2018,0.394,20.1,33.4,43.1,65.6,C
Trout, Mike,545361,2018,0.529,18.1,18.6,37.6,59,A
Herrera, Odubel,546318,2018,0.367,38.3,27.3,52.4,64.4,H
Almora Jr., Albert,546991,2018,0.346,39.5,24.2,54.7,68.3,F
Delmonico, Nicky,547170,2018,0.343,28.9,28.2,51.1,61.6,H
Wolters, Tony,547172,2018,0.232,23.6,17.5,44.4,60.9,B
Harper, Bryce,547180,2018,0.441,25.3,31.3,45.7,58.2,C
Perez, Roberto,547379,2018,0.295,21.6,31.8,40.3,63.8,D
Martin, Leonys,547982,2018,0.377,27,25.2,51.3,57.7,C
Abreu, Jose,547989,2018,0.392,34.8,24.6,49,63,E
Diaz, Elias,553869,2018,0.369,26.8,21.7,46.5,61.6,A
Narvaez, Omar,553882,2018,0.39,20.1,18.3,42.6,63.6,A
Machado, Dixon,553988,2018,0.261,25.7,19.3,44.9,57.1,B
Suarez, Eugenio,553993,2018,0.46,21.8,25.7,44.7,60,C
Polanco, Gregory,570256,2018,0.414,24.5,23.9,45.3,57.9,A
Santana, Domingo,570267,2018,0.444,28.4,36.1,47.2,65.4,C
Gonzalez, Erik,570481,2018,0.365,31.3,27.1,50.6,58,H
Sanchez, Yolmer,570560,2018,0.336,31.4,21.5,47.9,61,F
Schoop, Jonathan,570731,2018,0.358,39,28.3,56.8,59.4,H
Villanueva, Christian,570799,2018,0.409,34.1,29.5,54.2,59.6,G
Adams, Matt,571431,2018,0.395,33.3,25.4,50.5,61.8,G
Altherr, Aaron,571437,2018,0.342,22.7,32.8,44.8,59.3,D
Arenado, Nolan,571448,2018,0.449,30.2,24.6,49.8,58.7,E
Barnhart, Tucker,571466,2018,0.331,24.6,20.2,45.7,55.9,B
Bour, Justin,571506,2018,0.374,26.5,27.1,41.4,55.7,C
Cuevas, Noel,571595,2018,0.282,35.6,20.3,58.6,63.2,F
Davidson, Matt,571602,2018,0.436,25.1,33.7,45.2,62.5,C
Freitas, David,571679,2018,0.308,20.6,21.3,49.1,64.1,B
Gennett, Scooter,571697,2018,0.428,36.3,20.1,53.6,62,E
Goodwin, Brian,571718,2018,0.413,22.3,27.6,38.3,54.4,C
Hamilton, Billy,571740,2018,0.323,26.8,23.3,48.6,65.5,B
Haniger, Mitch,571745,2018,0.431,22.5,23.3,41.8,58.5,A
Hernandez, Enrique,571771,2018,0.374,22.8,21.2,43.2,60.3,A
Holt, Brock,571788,2018,0.377,19.8,16.6,37.6,57.9,A
Kieboom, Spencer,571851,2018,0.303,18.6,23.3,43.9,62.9,B
Lamb, Jake,571875,2018,0.345,24.3,28.6,42.7,62.2,D
Maile, Luke,571912,2018,0.386,24,30.8,43.1,60.2,C
Muncy, Max,571970,2018,0.524,18.9,28.9,37.1,56.2,C
Murphy, John Ryan,571974,2018,0.367,30.7,29.9,46.7,62.3,H
Myers, Wil,571976,2018,0.42,30.7,24.9,46.7,64.6,G
Naquin, Tyler,571980,2018,0.35,37.3,20.6,52,61.2,F
Owings, Chris,572008,2018,0.294,34,24.5,50.3,59.9,F
Phegley, Josh,572033,2018,0.317,31.6,24.6,46.1,67.6,F
Piscotty, Stephen,572039,2018,0.399,34.3,25.5,53.3,65,G
Pollock, AJ,572041,2018,0.402,28.9,24,48.3,60.9,E
Rickard, Joey,572073,2018,0.375,30.6,21.3,47.4,65.7,E
Seager, Kyle,572122,2018,0.34,27.4,22.3,47.2,59.2,B
Taylor, Michael A.,572191,2018,0.369,30,31.3,51.7,66.2,G
Thompson, Trayce,572204,2018,0.225,28.1,34,43.9,59.9,D
Voit III, Luke,572228,2018,0.596,24.7,33.2,48.7,59,C
Zunino, Mike,572287,2018,0.425,30.6,37.9,49.2,62,G
Goins, Ryan,572365,2018,0.308,29.3,27.8,48.1,55.8,H
Carpenter, Matt,572761,2018,0.45,18.6,24.1,37.5,53.6,A
Dickerson, Corey,572816,2018,0.387,41.8,22,59.4,64,E
Dozier, Brian,572821,2018,0.329,23.5,22.6,39.8,56.6,B
Saladino, Tyler,573135,2018,0.401,24,30,41.8,60.4,C
Contreras, Willson,575929,2018,0.363,31.3,28,49.7,59,H
Gyorko, Jedd,576397,2018,0.364,27.1,25.2,46.2,60.9,D
Iglesias, Jose,578428,2018,0.313,39.4,13,50.1,57.1,F
Travis, Devon,581527,2018,0.317,29.5,20.3,48.5,63.1,F
Hechavarria, Adeiny,588751,2018,0.307,37.8,21.2,55.8,66.9,F
Torreyes, Ronald,591720,2018,0.332,37.3,17.2,54.5,66.7,F
Osuna, Jose,591741,2018,0.328,32.5,24.3,51.1,65.8,F
Austin, Tyler,592122,2018,0.477,29.6,38.1,50.5,61.6,G
Bryant, Kris,592178,2018,0.423,29.2,27.5,48.7,60.4,G
Canha, Mark,592192,2018,0.386,27.3,21.4,44,61.9,A
Casali, Curt,592200,2018,0.407,23.1,23.4,46.5,60.9,A
Castellanos, Nick,592206,2018,0.444,35.5,30.2,55.1,65.5,G
Cowart, Kaleb,592230,2018,0.255,31.5,37.3,49.4,64.5,H
DeShields, Delino,592261,2018,0.284,22,19.7,40.6,62.3,B
Gamel, Ben,592325,2018,0.359,23.2,20.9,41,56.3,B
Goodrum, Niko,592348,2018,0.405,28.6,29.6,49.4,59.1,G
Healy, Ryon,592387,2018,0.354,33.7,25.4,47.5,60.3,H
Holaday, Bryan,592407,2018,0.244,31.5,21.7,47.9,56.6,F
Jones, JaCoby,592444,2018,0.357,35.2,30.6,51.5,66,H
Judge, Aaron,592450,2018,0.528,21,36.2,40.3,55.8,C
Machado, Manny,592518,2018,0.418,28.5,22.2,48.9,57.1,E
Moran, Colin,592567,2018,0.357,26.7,19.7,49.8,56.6,B
Pederson, Joc,592626,2018,0.406,29.4,25,45.9,62.4,G
Realmuto, J.T.,592663,2018,0.407,25.9,22.5,47.1,60.9,A
Renfroe, Hunter,592669,2018,0.425,29.6,30.5,46.8,62.9,G
Rivera, Yadiel,592680,2018,0.26,26.9,32.1,46.6,60.8,D
Robinson, Drew,592685,2018,0.426,15.5,39,36.9,58.4,C
Rosario, Eddie,592696,2018,0.398,41.9,23.3,58,61.8,E
Simmons, Andrelton,592743,2018,0.327,23.7,13.6,45.6,59.9,B
Williams, Mason,592863,2018,0.388,31.3,21.1,52.2,66.4,E
Yelich, Christian,592885,2018,0.506,25,22.8,44.3,60.6,A
Merrifield, Whit,593160,2018,0.383,29,18.9,47.9,59.1,E
Bogaerts, Xander,593428,2018,0.42,26.7,21.1,43.2,57,A
Bonifacio, Jorge,593528,2018,0.35,21,29.1,46.5,65.6,D
Hanson, Alen,593700,2018,0.372,35,28.2,54.7,67.7,G
Polanco, Jorge,593871,2018,0.382,22,15.5,42.3,56.8,A
Sano, Miguel,593934,2018,0.436,28.4,36.5,45.4,56.9,C
Briceno, Jose,593993,2018,0.379,43.2,33,56.8,60.2,G
Herrera, Rosell,594011,2018,0.294,23.1,22.1,45.8,57.9,B
Difo, Wilmer,594694,2018,0.305,30.1,22.9,47.9,60.4,F
Calhoun, Kole,594777,2018,0.329,27.1,28.5,49.2,58.4,D
Duvall, Adam,594807,2018,0.338,31.6,28.7,49.8,63.9,H
Eaton, Adam,594809,2018,0.382,26.7,17.8,43.8,60.8,A
Garcia, Greg,594824,2018,0.28,18.2,17.2,42,60.6,B
Gattis, Evan,594828,2018,0.369,29,23.1,46.5,54.5,E
Palka, Daniel,594953,2018,0.48,29.9,36.3,48.9,61.9,G
Schebler, Scott,594988,2018,0.395,32.3,31.1,54.8,60.1,G
Kiermaier, Kevin,595281,2018,0.338,31.4,30.3,50.3,58.9,H
Knapp, Andrew,595284,2018,0.361,22.7,34.9,47.3,55.1,D
Riddle, JT,595375,2018,0.328,31.8,21.5,51,56.5,F
Alfaro, Jorge,595751,2018,0.473,43.3,42.3,61.1,67.4,G
Profar, Jurickson,595777,2018,0.357,30.2,18.6,48.6,60.4,F
Baez, Javier,595879,2018,0.485,43.5,33.8,57.9,66.8,G
Bird, Greg,595885,2018,0.337,25.3,25.6,45.6,60.3,D
Cave, Jake,595909,2018,0.479,32.1,30.4,49.4,64.3,G
Hedges, Austin,595978,2018,0.394,33,27.9,49.1,56.7,G
Lindor, Francisco,596019,2018,0.398,29.8,17.5,47.1,56.1,E
Odor, Rougned,596059,2018,0.387,33,22.8,48.5,61,E
Slater, Austin,596103,2018,0.367,27.8,28.6,47,61.3,D
Story, Trevor,596115,2018,0.496,28.5,24.9,50.3,60.5,G
Swihart, Blake,596119,2018,0.339,27.1,26.8,47.2,58.9,D
Vogelbach, Daniel,596129,2018,0.347,18.9,23.6,34.9,46.1,B
